,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
1077095,2003,3,8,7,4,2003-08-07,OO,20304,OO,N418SW,3896,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1222,1300,38,38,1,2,1200-1259,10,1310,1424,5,1350,1429,39,39,1,2,1300-1359,0,,0,88,89,74,1,493,2,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667088,2003,3,7,4,5,2003-07-04,WN,19393,WN,N647,1276,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,13204,1320401,31454,MCO,"Orlando, FL",FL,12,Florida,33,1725,1725,0,0,0,0,1700-1759,10,1735,1807,3,1820,1810,-10,0,0,-1,1800-1859,0,,0,55,45,32,1,178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827503,2003,3,7,4,5,2003-07-04,NW,19386,NW,N511US,342,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1235,1233,-2,0,0,-1,1200-1259,9,1242,1928,9,2005,1937,-28,0,0,-2,2000-2059,0,,0,270,244,226,1,2079,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465295,2003,2,5,23,5,2003-05-23,HP,19991,HP,N156AW,122,14570,1457001,34570,RNO,"Reno, NV",NV,32,Nevada,85,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,620,611,-9,0,0,-1,0600-0659,8,619,741,4,803,745,-18,0,0,-2,0800-0859,0,,0,103,94,82,1,601,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607137,2003,1,3,29,6,2003-03-29,AS,19930,AS,N315AS,501,14262,1426201,34262,PSP,"Palm Springs, CA",CA,6,California,91,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,800,801,1,1,0,0,0800-0859,11,812,1034,6,1045,1040,-5,0,0,-1,1000-1059,0,,0,165,159,142,1,987,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735510,2003,2,4,20,7,2003-04-20,WN,19393,WN,N711,499,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,13796,1379601,32457,OAK,"Oakland, CA",CA,6,California,91,1030,1030,0,0,0,0,1000-1059,10,1040,1109,3,1130,1112,-18,0,0,-2,1100-1159,0,,0,120,102,89,1,589,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116528,2003,4,10,30,4,2003-10-30,OO,20304,OO,N426SW,3765,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,519,519,0,0,0,0,0001-0559,11,530,644,8,700,652,-8,0,0,-1,0700-0759,0,,0,101,93,74,1,460,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025916,2003,2,6,4,3,2003-06-04,WN,19393,WN,N424,124,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,800,800,0,0,0,0,0800-0859,10,810,800,3,815,803,-12,0,0,-1,0800-0859,0,,0,75,63,50,1,328,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299622,2003,1,3,25,2,2003-03-25,DL,19790,DL,N242WA,2436,14027,1402701,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,10529,1052902,30529,BDL,"Hartford, CT",CT,9,Connecticut,11,1115,1110,-5,0,0,-1,1100-1159,14,1124,1355,4,1407,1359,-8,0,0,-1,1400-1459,0,,0,172,169,151,1,1133,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119580,2003,2,6,8,7,2003-06-08,MQ,20398,MQ,N727MQ,4806,10721,1072101,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,1025,1025,0,0,0,0,1000-1059,28,1053,1135,17,1135,1152,17,17,1,1,1100-1159,0,,0,70,87,42,1,187,1,0,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489427,2003,1,1,11,6,2003-01-11,EV,20366,EV,N266AS,4904,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12266,1226602,31453,IAH,"Houston, TX",TX,48,Texas,74,1930,1930,0,0,0,0,1900-1959,15,1945,2041,4,2055,2045,-10,0,0,-1,2000-2059,0,,0,85,75,56,1,224,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355359,2003,3,9,18,4,2003-09-18,EV,20366,EV,N847AS,4709,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,12266,1226602,31453,IAH,"Houston, TX",TX,48,Texas,74,2330,2345,15,15,1,1,2300-2359,16,1,31,4,30,35,5,5,0,0,0001-0559,0,,0,120,110,90,1,689,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666545,2003,2,5,19,1,2003-05-19,AS,19930,AS,N742AS,146,10754,1075401,30107,BRW,"Barrow, AK",AK,2,Alaska,1,11630,1163001,31517,FAI,"Fairbanks, AK",AK,2,Alaska,1,1905,1910,5,5,0,0,1900-1959,4,1914,2018,2,2022,2020,-2,0,0,-1,2000-2059,0,,0,77,70,64,1,503,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882895,2003,3,9,26,5,2003-09-26,NW,19386,NW,N770NC,1527,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1118,1117,-1,0,0,-1,1100-1159,7,1124,1228,4,1240,1232,-8,0,0,-1,1200-1259,0,,0,82,75,64,1,393,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535607,2003,2,5,27,2,2003-05-27,CO,19704,CO,N76354,885,12266,1226602,31453,IAH,"Houston, TX",TX,48,Texas,74,10721,1072101,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1855,1854,-1,0,0,-1,1800-1859,14,1908,2306,8,2353,2314,-39,0,0,-2,2300-2359,0,,0,238,200,178,1,1597,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57971,2003,3,9,30,2,2003-09-30,HP,19991,HP,N667AW,616,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1500,1458,-2,0,0,-1,1500-1559,11,1509,1641,7,1655,1648,-7,0,0,-1,1600-1659,0,,0,115,110,92,1,651,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357878,2003,4,10,20,1,2003-10-20,US,20355,US,N751UW,2173,12953,1295301,31703,LGA,"New York, NY",NY,36,New York,22,11278,1127801,30852,DCA,"Washington, DC",VA,51,Virginia,38,1200,1154,-6,0,0,-1,1200-1259,10,1204,1242,4,1302,1246,-16,0,0,-2,1300-1359,0,,0,62,52,38,1,214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085064,2003,3,7,31,4,2003-07-31,OO,20304,OO,N216SW,3608,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,11122,1112201,31122,CPR,"Casper, WY",WY,56,Wyoming,88,1828,1845,17,17,1,1,1800-1859,23,1908,2017,2,1950,2019,29,29,1,1,1900-1959,0,,0,82,94,69,1,320,2,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670626,2003,3,8,23,6,2003-08-23,WN,19393,WN,N616,2372,13495,1349501,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,15304,1530401,33195,TPA,"Tampa, FL",FL,12,Florida,33,1125,1125,0,0,0,0,1100-1159,7,1132,1344,2,1400,1346,-14,0,0,-1,1400-1459,0,,0,95,81,72,1,487,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888286,2003,3,8,6,3,2003-08-06,CO,19704,CO,N14655,1173,11618,1161801,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1245,1238,-7,0,0,-1,1200-1259,16,1254,1343,8,1412,1351,-21,0,0,-2,1400-1459,0,,0,147,133,109,1,719,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867153,2003,1,1,5,7,2003-01-05,UA,19977,UA,N586UA,461,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,1020,1022,2,2,0,0,1000-1059,30,1052,1230,3,1246,1233,-13,0,0,-1,1200-1259,0,,0,266,251,218,1,1721,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304814,2003,1,2,11,2,2003-02-11,OO,20304,OO,,6842,11637,1163702,31637,FAR,"Fargo, ND",ND,38,North Dakota,66,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1520,,,,,,1500-1559,,,,,1610,,,,,,1600-1659,1,,0,110,,,1,627,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025300,2003,2,4,28,1,2003-04-28,MQ,20398,MQ,N727MQ,4443,11042,1104201,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,12953,1295301,31703,LGA,"New York, NY",NY,36,New York,22,1555,1548,-7,0,0,-1,1500-1559,25,1613,1720,6,1730,1726,-4,0,0,-1,1700-1759,0,,0,95,98,67,1,418,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466057,2003,3,7,14,1,2003-07-14,DL,19790,DL,N379DA,467,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14057,1405701,34057,PDX,"Portland, OR",OR,41,Oregon,92,1540,1538,-2,0,0,-1,1500-1559,21,1559,1723,3,1731,1726,-5,0,0,-1,1700-1759,0,,0,231,228,204,1,1616,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67487,2003,4,10,12,7,2003-10-12,NW,19386,NW,N1334U,395,11066,1106601,31066,CMH,"Columbus, OH",OH,39,Ohio,44,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,725,719,-6,0,0,-1,0700-0759,7,726,813,3,823,816,-7,0,0,-1,0800-0859,0,,0,118,117,107,1,627,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793574,2003,4,11,12,3,2003-11-12,AA,19805,AA,N2CWAA,1425,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1652,1805,73,73,1,4,1600-1659,65,1910,2009,7,1820,2016,116,116,1,7,1800-1859,0,,0,88,131,59,1,334,2,0,0,89,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812258,2003,4,12,8,1,2003-12-08,UA,19977,UA,N543UA,32,12982,1298201,32982,LIH,"Lihue, HI",HI,15,Hawaii,2,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,1415,1416,1,1,0,0,1400-1459,7,1423,2046,3,2111,2049,-22,0,0,-2,2100-2159,0,,0,296,273,263,1,2447,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568077,2003,1,2,17,1,2003-02-17,US,20355,US,N188UW,504,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,11057,1105702,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1505,1729,144,144,1,9,1500-1559,20,1749,1918,5,1659,1923,144,144,1,9,1600-1659,0,,0,114,114,89,1,631,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502389,2003,1,1,30,4,2003-01-30,AA,19805,AA,N5CHAA,1971,10721,1072101,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14843,1484302,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,915,905,-10,0,0,-1,0900-0959,17,922,1359,4,1414,1403,-11,0,0,-1,1400-1459,0,,0,239,238,217,1,1674,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254997,2003,2,6,21,6,2003-06-21,DL,19790,DL,N917DE,1438,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1125,1125,0,0,0,0,1100-1159,15,1140,1401,6,1354,1407,13,13,0,0,1300-1359,0,,0,149,162,141,1,932,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069437,2003,2,5,2,5,2003-05-02,OO,20304,OO,N197SW,6343,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13502,1350201,33502,MTJ,"Montrose/Delta, CO",CO,8,Colorado,82,2000,2000,0,0,0,0,2000-2059,10,2010,2100,4,2105,2104,-1,0,0,-1,2100-2159,0,,0,65,64,50,1,197,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49650,2003,2,5,17,6,2003-05-17,EV,20366,EV,N848AS,4702,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14814,1481401,30476,SHV,"Shreveport, LA",LA,22,Louisiana,72,1330,1330,0,0,0,0,1300-1359,29,1359,1431,3,1433,1434,1,1,0,0,1400-1459,0,,0,63,64,32,1,190,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276593,2003,4,11,4,2,2003-11-04,OO,20304,OO,N430SW,3740,12280,1228001,32280,IDA,"Idaho Falls, ID",ID,16,Idaho,83,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,640,635,0,0,0,0,0600-0659,8,643,712,5,724,717,-7,0,0,-1,0700-0759,0,,0,44,37,24,1,188,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459022,2003,1,2,8,6,2003-02-08,DL,19790,DL,N924DL,2019,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13422,1342201,30562,MOB,"Mobile, AL",AL,1,Alabama,51,2225,2222,-3,0,0,-1,2200-2259,15,2237,2227,3,2238,2230,-8,0,0,-1,2200-2259,0,,0,73,68,50,1,302,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268056,2003,3,8,3,7,2003-08-03,WN,19393,WN,N390,497,13796,1379601,32457,OAK,"Oakland, CA",CA,6,California,91,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,2010,2010,0,0,0,0,2000-2059,5,2015,2150,5,2200,2155,-5,0,0,-1,2200-2259,0,,0,110,105,95,1,646,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906658,2003,1,1,14,2,2003-01-14,WN,19393,WN,N778,2865,10257,1025701,30257,ALB,"Albany, NY",NY,36,New York,22,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1510,1510,0,0,0,0,1500-1559,6,1516,1731,2,1805,1733,-32,0,0,-2,1800-1859,0,,0,355,323,315,1,2237,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074298,2003,1,2,23,7,2003-02-23,DL,19790,DL,N2310,1180,14057,1405701,34057,PDX,"Portland, OR",OR,41,Oregon,92,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1255,1310,15,15,1,1,1200-1259,9,1319,1537,7,1537,1544,7,7,0,0,1500-1559,0,,0,102,94,78,1,630,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227378,2003,3,9,28,7,2003-09-28,OO,20304,OO,N918SW,6906,11638,1163802,31638,FAT,"Fresno, CA",CA,6,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,700,701,1,1,0,0,0700-0759,8,709,753,5,804,758,-6,0,0,-1,0800-0859,0,,0,64,57,44,1,209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861554,2003,2,5,16,5,2003-05-16,AA,19805,AA,N486AA,593,10821,1082102,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,625,624,-1,0,0,-1,0600-0659,13,637,854,6,840,900,20,20,1,1,0800-0859,0,,0,195,216,197,1,1217,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560489,2003,1,3,9,7,2003-03-09,FL,20437,FL,N983AT,904,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,14098,1409802,33667,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,38,1200,1155,-5,0,0,-1,1200-1259,26,1221,1325,7,1332,1332,0,0,0,0,1300-1359,0,,0,92,97,64,1,508,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380938,2003,3,9,23,2,2003-09-23,DL,19790,DL,N842MH,541,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,1145,1151,6,6,0,0,1100-1159,31,1222,1313,12,1313,1325,12,12,0,0,1300-1359,0,,0,268,274,231,1,1946,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635879,2003,4,11,17,1,2003-11-17,OO,20304,OO,N917SW,6945,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11003,1100302,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,805,915,70,70,1,4,0800-0859,27,942,1018,3,900,1021,81,81,1,5,0900-0959,0,,0,55,66,36,1,196,1,0,0,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369586,2003,3,8,22,5,2003-08-22,MQ,20398,MQ,N630MQ,4001,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10792,1079202,30792,BUF,"Buffalo, NY",NY,36,New York,22,1807,1824,17,17,1,1,1800-1859,27,1851,2056,4,2047,2100,13,13,0,0,2000-2059,0,,0,100,96,65,1,473,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274533,2003,3,9,14,7,2003-09-14,CO,19704,CO,N59338,1784,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,11042,1104201,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,1315,1306,-9,0,0,-1,1300-1359,14,1320,1535,4,1601,1539,-22,0,0,-2,1600-1659,0,,0,166,153,135,1,1062,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322251,2003,1,3,1,6,2003-03-01,DL,19790,DL,N313DL,874,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,12451,1245101,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,910,924,14,14,0,0,0900-0959,17,941,1128,6,1101,1134,33,33,1,2,1100-1159,0,,0,111,130,107,1,614,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779035,2003,2,6,3,2,2003-06-03,AA,19805,AA,N5EWAA,254,13830,1383001,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,1335,1329,-6,0,0,-1,1300-1359,10,1339,2132,10,2140,2142,2,2,0,0,2100-2159,0,,0,305,313,293,1,2486,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870286,2004,2,5,26,3,2004-05-26,DL,19790,DL,N101DA,331,10397,1039703,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13495,1349501,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,2232,2235,3,3,0,0,2200-2259,15,2250,2257,5,2307,2302,-5,0,0,-1,2300-2359,0,,0,95,87,67,1,425,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158214,2004,4,10,12,2,2004-10-12,AA,19805,AA,N364AA,2407,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,810,806,-4,0,0,-1,0800-0859,16,822,909,7,920,916,-4,0,0,-1,0900-0959,0,,0,190,190,167,1,1235,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709796,2004,4,10,11,1,2004-10-11,MQ,20398,MQ,N854AE,3489,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11778,1177801,31778,FSM,"Fort Smith, AR",AR,5,Arkansas,71,856,851,-5,0,0,-1,0800-0859,22,913,949,4,956,953,-3,0,0,-1,0900-0959,0,,0,60,62,36,1,228,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089497,2004,3,9,20,1,2004-09-20,OO,20304,OO,N418SW,4006,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,13486,1348601,33486,MSO,"Missoula, MT",MT,30,Montana,84,1635,1630,-5,0,0,-1,1600-1659,20,1650,1752,6,1800,1758,-2,0,0,-1,1800-1859,0,,0,85,88,62,1,436,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452202,2004,1,1,24,6,2004-01-24,WN,19393,WN,N759,1409,15304,1530401,33195,TPA,"Tampa, FL",FL,12,Florida,33,13495,1349501,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,935,935,0,0,0,0,0900-0959,5,940,1004,2,1020,1006,-14,0,0,-1,1000-1059,0,,0,105,91,84,1,487,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404773,2004,3,9,28,2,2004-09-28,CO,19704,CO,N14120,223,12266,1226602,31453,IAH,"Houston, TX",TX,48,Texas,74,13495,1349501,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,1310,1311,1,1,0,0,1300-1359,14,1325,1409,5,1427,1414,-13,0,0,-1,1400-1459,0,,0,77,63,44,1,305,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125762,2004,1,3,3,3,2004-03-03,CO,19704,CO,N13248,1235,11618,1161801,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1200,1154,-6,0,0,-1,1200-1259,13,1207,1506,8,1521,1514,-7,0,0,-1,1500-1559,0,,0,321,320,299,1,2133,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650625,2004,3,9,28,2,2004-09-28,DL,19790,DL,N144DA,871,14635,1463501,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,10397,1039703,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1420,1512,52,52,1,3,1400-1459,13,1525,1652,4,1616,1656,40,40,1,2,1600-1659,0,,0,116,104,87,1,515,3,33,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656189,2004,3,9,24,5,2004-09-24,XE,20374,RU,N14938,2409,10728,1072802,30728,BPT,"Beaumont/Port Arthur, TX",TX,48,Texas,74,12266,1226602,31453,IAH,"Houston, TX",TX,48,Texas,74,620,624,4,4,0,0,0600-0659,14,638,659,7,659,706,7,7,0,0,0600-0659,0,,0,39,42,21,1,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129301,2004,2,6,15,2,2004-06-15,NW,19386,NW,N617NW,1490,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11066,1106601,31066,CMH,"Columbus, OH",OH,39,Ohio,44,731,729,-2,0,0,-1,0700-0759,27,756,1018,8,1019,1026,7,7,0,0,1000-1059,0,,0,108,117,82,1,627,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
